q;1556286948370;-0.03979252,0.049223177,0.04897957,0.9967922,
v;1556286948370;-0.0842512448720924,0.0947094781266103,0.0942003724017355
q;1556286948401;-0.05046804,0.050207645,0.0485176,0.9962822,
v;1556286948401;-0.105629045090598,0.095824639395292,0.0922509072815961
q;1556286948432;-0.06617496,0.0513095,0.04872651,0.99529594,
v;1556286948432;-0.137157235556465,0.0967453201717293,0.0911852616091769
q;1556286948463;-0.08904087,0.05270327,0.04919487,0.99341536,
v;1556286948463;-0.183116244702754,0.0977388005538137,0.0899801057226853
q;1556286948495;-0.12127668,0.054661006,0.050059825,0.98984754,
v;1556286948495;-0.248100935965904,0.0992674245909959,0.0886726921194043
q;1556286948528;-0.15978684,0.057077654,0.05086059,0.98418677,
v;1556286948528;-0.326073805584425,0.101616462604604,0.0865341063056189
q;1556286948559;-0.2046151,0.06046671,0.052056964,0.9755852,
v;1556286948559;-0.417563335339985,0.105963099631794,0.084147954724961
q;1556286948590;-0.2586379,0.06371576,0.052283056,0.9624517,
v;1556286948590;-0.528820700981664,0.110954445773841,0.0784694353682749
q;1556286948625;-0.33005497,0.067081,0.050356373,0.9402277,
v;1556286948625;-0.678222071647574,0.119590553864289,0.0647849537849316
q;1556286948657;-0.39228186,0.06779667,0.04728267,0.91612387,
v;1556286948657;-0.811279459445795,0.126868780934352,0.0485874517056419
q;1556286948687;-0.44368172,0.06667649,0.044168077,0.8926085,
v;1556286948687;-0.923899720773937,0.132856321629797,0.0326636816706439
q;1556286948718;-0.47784218,0.06506875,0.044888213,0.87488174,
v;1556286948718;-1.00089169595146,0.131891114532925,0.0303234556398512
q;1556286948749;-0.5004929,0.06456718,0.04535593,0.8621373,
v;1556286948749;-1.05286297862299,0.133567529505901,0.027423441366793
q;1556286948781;-0.50888973,0.06420734,0.047496866,0.85711884,
v;1556286948781;-1.07262382441001,0.129542841603035,0.033642387311667
q;1556286948812;-0.50933254,0.06396228,0.051515616,0.8566419,
v;1556286948812;-1.07422522726992,0.120160377282928,0.0485162387738
q;1556286948843;-0.49750805,0.06460095,0.058024827,0.8631023,
v;1556286948843;-1.04774220524458,0.107868280608035,0.0718971790527745
q;1556286948874;-0.47565743,0.06506882,0.06123775,0.8750806,
v;1556286948874;-0.998106684941577,0.102829398664598,0.0836469714132307
q;1556286948904;-0.44896615,0.06636135,0.064217776,0.88876414,
v;1556286948904;-0.938331955973455,0.102178150504334,0.0924302332230437
q;1556286948935;-0.41824394,0.0680183,0.06744179,0.90327024,
v;1556286948935;-0.870651935575253,0.103335557711452,0.100958326901279
q;1556286948966;-0.38600013,0.0683745,0.06953189,0.9173299,
v;1556286948966;-0.800475563043394,0.103240260282695,0.107596832180968
q;1556286948997;-0.35067755,0.067328185,0.07243157,0.93126035,
v;1556286948997;-0.724682242908629,0.0998034836599654,0.117383245131863
q;1556286949027;-0.31078282,0.06526798,0.07548152,0.94522834,
v;1556286949027;-0.640223270471188,0.0954981516158711,0.127692112528319
q;1556286949058;-0.26799956,0.06382087,0.07643299,0.95825946,
v;1556286949058;-0.550815474570239,0.0956110182832611,0.132150060111105
q;1556286949093;-0.22057109,0.062037446,0.07555493,0.9704593,
v;1556286949093;-0.452799914752756,0.096989933948219,0.133038029533224
q;1556286949123;-0.17884345,0.06014546,0.074425645,0.9792132,
v;1556286949123;-0.367415324660397,0.0978453168256466,0.133525505557132
q;1556286949154;-0.13975194,0.057621177,0.07247868,0.9858479,
v;1556286949154;-0.287859996698761,0.097513813603962,0.13263034306555
q;1556286949185;-0.103784084,0.055375196,0.069892496,0.9905945,
v;1556286949185;-0.21500929258293,0.0975998783787937,0.130337434773418
q;1556286949217;-0.06860183,0.05299274,0.06687881,0.99398834,
v;1556286949217;-0.143963794666997,0.0973312094325396,0.127340353196777
q;1556286949249;-0.04001354,0.05003737,0.06478736,0.99584025,
v;1556286949249;-0.0862847916971088,0.0949691790125544,0.125830044439569
q;1556286949279;-0.018534524,0.047679886,0.06283984,0.99671173,
v;1556286949279;-0.0429527540939488,0.0929361101152495,0.123929963960254
